"x" "y"
11.5833333333333 48.25
10.5833333333333 47.9166666666667
9.08333333333331 52.25
13.25 52.4166666666667
10.9166666666667 48.4166666666667
9.08333333333331 54.25
13.5833333333333 51.0833333333333
9.91666666666666 52.25
10.4166666666667 52.25
10.0833333333333 50.4166666666667
6.75 50.9166666666667
14.0833333333333 51.4166666666667
11.0833333333333 52.75
13.5833333333333 52.4166666666667
10.0833333333333 51.0833333333333
9.75 51.75
13.25 52.5833333333333
12.0833333333333 51.25
6.75 49.25
13.4166666666667 52.4166666666667
11.4166666666667 50.25
8.75 50.0833333333333
14.9166666666667 51.4166666666667
8.41666666666666 49.9166666666667
9.91666666666666 52.4166666666667
10.4166666666667 47.75
14.0833333333333 51.25
13.9166666666667 51.4166666666667
9.08333333333331 48.75
6.75 49.5833333333333
12.0833333333333 49.5833333333333
12.25 51.5833333333333
14.9166666666667 51.0833333333333
10.5833333333333 50.25
12.0833333333333 48.9166666666667
10.75 50.9166666666667
10.75 48.0833333333333
12.75 52.25
9.75 48.25
9.91666666666666 50.4166666666667
10.0833333333333 51.25
9.91666666666666 51.4166666666667
10.0833333333333 53.5833333333333
12.25 51.25
11.4166666666667 50.4166666666667
10.75 49.9166666666667
9.75 50.75
9.91666666666666 50.9166666666667
14.75 51.25
14.5833333333333 51.25
8.08333333333331 49.9166666666667
13.0833333333333 52.5833333333333
7.91666666666666 49.75
8.08333333333331 50.0833333333333
8.58333333333331 49.9166666666667
10.9166666666667 49.9166666666667
11.0833333333333 49.4166666666667
12.25 51.4166666666667
7.75 50.0833333333333
8.25 49.0833333333333
8.58333333333331 49.75
8.41666666666666 50.0833333333333
7.75 49.75
8.58333333333331 49.5833333333333
10.5833333333333 49.9166666666667
8.58333333333331 50.0833333333333
11.5833333333333 50.4166666666667
8.08333333333331 48.9166666666667
11.9166666666667 51.25
9.91666666666666 49.75
10.9166666666667 50.9166666666667
11.75 51.25
11.75 48.0833333333333
12.4166666666667 51.25
12.5833333333333 48.25
11.0833333333333 49.25
11.25 49.4166666666667
10.9166666666667 49.4166666666667
11.25 49.5833333333333
11.0833333333333 49.5833333333333
11.25 52.9166666666667
14.25 51.5833333333333
8.75 47.9166666666667
11.25 52.75
12.9166666666667 48.75
12.4166666666667 50.75
13.9166666666667 50.9166666666667
12.25 51.75
12.25 51.0833333333333
14.75 51.4166666666667
8.08333333333331 49.75
14.5833333333333 51.4166666666667
7.41666666666666 50.4166666666667
12.4166666666667 51.5833333333333
12.5833333333333 51.25
12.4166666666667 51.4166666666667
7.58333333333331 48.0833333333333
7.08333333333331 49.25
13.9166666666667 51.75
10.9166666666667 49.5833333333333
14.25 51.4166666666667
8.25 49.9166666666667
10.9166666666667 51.75
10.5833333333333 52.25
6.91666666666666 49.25
10.0833333333333 53.4166666666667
9.25 56.9166666666667
12.5833333333333 56.0833333333333
12.0833333333333 55.9166666666667
12.25 55.4166666666667
8.58333333333331 55.75
9.41666666666666 55.9166666666667
9.25 56.4166666666667
12.25 55.5833333333333
9.58333333333331 56.25
10.0833333333333 56.0833333333333
9.91666666666666 56.5833333333333
23.75 61.4166666666667
2.58333333333331 48.75
2.41666666666666 48.75
2.75 48.9166666666667
6.58333333333331 48.75
6.58333333333331 48.5833333333333
6.08333333333331 48.75
6.08333333333331 48.5833333333333
3.25 46.5833333333333
3.08333333333331 50.75
-1.41666666666669 53.9166666666667
19.4166666666667 45.25
16.25 45.25
18.25 42.5833333333333
17.25 46.0833333333333
19.0833333333333 47.4166666666667
20.0833333333333 47.9166666666667
20.25 47.75
21.75 47.9166666666667
19.0833333333333 47.5833333333333
21.4166666666667 48.0833333333333
19.0833333333333 46.4166666666667
19.4166666666667 47.25
16.5833333333333 47.4166666666667
19.25 47.4166666666667
18.9166666666667 47.5833333333333
17.9166666666667 46.9166666666667
19.0833333333333 47.75
18.9166666666667 47.75
19.4166666666667 46.9166666666667
19.0833333333333 47.9166666666667
19.25 47.75
17.5833333333333 47.5833333333333
18.4166666666667 47.5833333333333
19.5833333333333 47.4166666666667
19.25 47.5833333333333
18.9166666666667 47.4166666666667
17.25 46.25
17.25 47.9166666666667
17.4166666666667 46.9166666666667
18.25 46.0833333333333
18.75 47.75
18.25 47.4166666666667
18.75 47.25
20.4166666666667 47.9166666666667
17.5833333333333 45.9166666666667
18.5833333333333 47.75
18.0833333333333 46.4166666666667
18.0833333333333 46.0833333333333
18.4166666666667 45.9166666666667
18.75 47.5833333333333
19.0833333333333 47.25
19.4166666666667 47.4166666666667
18.5833333333333 47.4166666666667
17.4166666666667 46.75
17.75 46.9166666666667
17.4166666666667 45.9166666666667
18.4166666666667 46.0833333333333
17.4166666666667 46.4166666666667
17.4166666666667 47.0833333333333
18.9166666666667 47.25
18.9166666666667 47.0833333333333
18.9166666666667 45.9166666666667
13.75 45.75
10.5833333333333 43.9166666666667
10.0833333333333 44.0833333333333
28.9166666666667 47.9166666666667
28.25 48.0833333333333
28.9166666666667 47.5833333333333
27.75 47.0833333333333
27.9166666666667 47.4166666666667
28.9166666666667 47.0833333333333
28.0833333333333 47.25
27.5833333333333 48.4166666666667
26.75 48.25
6.25 51.4166666666667
5.75 51.4166666666667
4.41666666666666 52.25
5.08333333333331 52.25
5.75 51.25
6.58333333333331 53.25
4.08333333333331 51.75
4.91666666666666 52.4166666666667
5.91666666666666 51.9166666666667
10.25 60.0833333333333
10.4166666666667 59.4166666666667
22.5833333333333 50.0833333333333
19.25 50.4166666666667
18.5833333333333 50.4166666666667
21.5833333333333 45.0833333333333
24.25 45.75
21.75 45.0833333333333
24.25 46.25
24.0833333333333 46.75
22.4166666666667 44.9166666666667
24.0833333333333 45.9166666666667
24.0833333333333 46.9166666666667
20.9166666666667 46.0833333333333
22.4166666666667 44.75
24.4166666666667 45.75
24.0833333333333 45.75
22.0833333333333 47.4166666666667
22.0833333333333 44.4166666666667
22.25 44.5833333333333
24.25 46.75
24.0833333333333 46.0833333333333
25.5833333333333 45.5833333333333
26.0833333333333 44.4166666666667
23.0833333333333 45.25
22.5833333333333 44.75
25.25 47.4166666666667
22.0833333333333 44.5833333333333
21.9166666666667 45.25
25.4166666666667 45.5833333333333
23.5833333333333 46.0833333333333
23.4166666666667 45.4166666666667
26.25 45.9166666666667
24.4166666666667 46.0833333333333
22.9166666666667 45.5833333333333
22.9166666666667 45.9166666666667
23.25 45.4166666666667
21.75 46.0833333333333
23.75 46.5833333333333
25.5833333333333 46.5833333333333
23.25 46.9166666666667
23.9166666666667 46.25
23.5833333333333 46.75
21.4166666666667 46.0833333333333
21.4166666666667 44.75
23.5833333333333 46.4166666666667
22.75 45.5833333333333
21.5833333333333 46.0833333333333
24.25 45.5833333333333
23.0833333333333 45.75
24.25 46.9166666666667
22.4166666666667 45.25
26.0833333333333 44.9166666666667
24.5833333333333 45.5833333333333
23.5833333333333 46.5833333333333
23.9166666666667 46.75
25.5833333333333 45.9166666666667
25.75 44.25
25.0833333333333 45.25
24.5833333333333 46.5833333333333
26.25 47.5833333333333
26.0833333333333 47.5833333333333
22.9166666666667 46.5833333333333
23.4166666666667 46.4166666666667
26.0833333333333 47.9166666666667
24.75 47.25
27.25 45.9166666666667
25.5833333333333 46.25
24.9166666666667 46.25
23.4166666666667 46.0833333333333
23.5833333333333 45.9166666666667
23.4166666666667 45.9166666666667
26.9166666666667 46.5833333333333
25.5833333333333 46.75
26.25 47.25
22.9166666666667 45.4166666666667
26.25 44.0833333333333
25.75 45.0833333333333
26.4166666666667 46.9166666666667
24.9166666666667 46.9166666666667
23.9166666666667 46.5833333333333
25.25 46.9166666666667
23.5833333333333 46.9166666666667
24.4166666666667 45.25
22.75 45.4166666666667
24.9166666666667 45.9166666666667
27.0833333333333 44.9166666666667
25.5833333333333 46.0833333333333
23.75 46.75
26.75 44.75
24.25 47.75
27.4166666666667 45.9166666666667
23.0833333333333 46.0833333333333
25.9166666666667 46.0833333333333
26.0833333333333 44.25
27.4166666666667 47.25
24.25 46.4166666666667
23.0833333333333 47.25
26.75 47.75
25.0833333333333 46.5833333333333
23.5833333333333 47.4166666666667
27.0833333333333 46.9166666666667
26.5833333333333 46.5833333333333
26.5833333333333 47.0833333333333
24.75 45.0833333333333
27.0833333333333 47.0833333333333
27.25 46.75
21.4166666666667 45.5833333333333
24.25 45.25
26.5833333333333 45.0833333333333
26.75 46.9166666666667
21.75 46.9166666666667
23.4166666666667 44.5833333333333
26.25 47.4166666666667
23.25 44.9166666666667
27.25 46.9166666666667
27.5833333333333 47.0833333333333
26.5833333333333 46.25
26.4166666666667 46.25
27.5833333333333 46.5833333333333
27.25 46.4166666666667
27.5833333333333 46.75
22.0833333333333 44.9166666666667
26.0833333333333 45.0833333333333
23.25 45.9166666666667
26.0833333333333 45.9166666666667
22.4166666666667 46.9166666666667
27.75 46.9166666666667
21.4166666666667 45.75
27.0833333333333 47.9166666666667
26.5833333333333 48.25
26.4166666666667 47.25
26.25 46.9166666666667
26.5833333333333 47.25
22.5833333333333 46.9166666666667
27.5833333333333 47.25
21.9166666666667 45.75
22.5833333333333 45.9166666666667
26.4166666666667 47.0833333333333
24.75 44.4166666666667
25.9166666666667 44.9166666666667
23.4166666666667 45.25
25.25 45.4166666666667
25.9166666666667 45.5833333333333
26.75 46.25
26.25 47.75
28.0833333333333 45.9166666666667
25.75 44.9166666666667
22.5833333333333 44.5833333333333
27.9166666666667 46.0833333333333
28.0833333333333 45.25
25.9166666666667 47.75
26.4166666666667 45.4166666666667
26.0833333333333 46.5833333333333
21.75 45.4166666666667
27.4166666666667 46.0833333333333
27.25 47.75
25.75 46.4166666666667
21.9166666666667 45.0833333333333
23.9166666666667 46.4166666666667
22.4166666666667 47.75
26.5833333333333 45.9166666666667
25.5833333333333 45.75
24.5833333333333 45.75
22.25 47.5833333333333
22.25 45.25
22.5833333333333 47.5833333333333
26.75 45.4166666666667
22.5833333333333 46.0833333333333
20.5833333333333 44.75
19.4166666666667 44.25
20.75 43.75
21.5833333333333 44.25
20.4166666666667 44.75
21.5833333333333 44.0833333333333
20.4166666666667 42.9166666666667
22.5833333333333 43.0833333333333
21.9166666666667 42.5833333333333
19.5833333333333 45.25
22.0833333333333 44.0833333333333
19.75 45.25
22.25 42.9166666666667
19.5833333333333 44.0833333333333
22.25 43.9166666666667
21.9166666666667 42.9166666666667
22.0833333333333 42.5833333333333
21.75 43.5833333333333
21.9166666666667 43.25
21.25 45.0833333333333
21.0833333333333 44.9166666666667
19.9166666666667 45.25
19.5833333333333 45.5833333333333
21.9166666666667 43.5833333333333
19.9166666666667 45.0833333333333
19.0833333333333 45.75
20.25 45.0833333333333
20.25 45.25
22.0833333333333 43.25
19.9166666666667 44.0833333333333
20.0833333333333 45.25
19.75 45.0833333333333
19.25 45.5833333333333
20.0833333333333 44.0833333333333
22.0833333333333 42.9166666666667
22.75 43.0833333333333
19.75 46.0833333333333
22.25 42.75
20.0833333333333 45.0833333333333
19.4166666666667 45.0833333333333
21.4166666666667 45.0833333333333
20.0833333333333 45.9166666666667
20.0833333333333 45.5833333333333
20.0833333333333 46.0833333333333
21.9166666666667 42.4166666666667
20.5833333333333 45.0833333333333
20.5833333333333 45.25
20.9166666666667 43.4166666666667
21.75 43.75
22.75 43.25
22.25 43.25
21.4166666666667 44.9166666666667
21.25 44.75
19.4166666666667 45.9166666666667
19.9166666666667 46.0833333333333
20.9166666666667 43.25
20.5833333333333 43.5833333333333
22.4166666666667 43.0833333333333
20.75 43.4166666666667
21.9166666666667 43.4166666666667
21.5833333333333 44.5833333333333
20.75 43.25
21.75 44.5833333333333
20.75 45.25
47.4166666666667 52.0833333333333
40.0833333333333 47.4166666666667
47.75 53.0833333333333
43.75 55.4166666666667
43.0833333333333 48.25
48.5833333333333 54.25
40.4166666666667 48.9166666666667
49.75 53.4166666666667
41.0833333333333 54.9166666666667
41.25 55.0833333333333
34.4166666666667 53.25
53.25 56.75
40.25 54.4166666666667
40.25 54.9166666666667
41.9166666666667 51.25
34.75 52.25
40.25 50.0833333333333
35.75 54.0833333333333
39.25 51.75
53.4166666666667 56.9166666666667
35.9166666666667 50.5833333333333
37.5833333333333 50.9166666666667
36.9166666666667 50.4166666666667
48.4166666666667 54.25
20.25 54.5833333333333
36.0833333333333 54.4166666666667
46.75 50.75
39.5833333333333 50.9166666666667
49.4166666666667 53.4166666666667
42.0833333333333 44.25
42.0833333333333 43.9166666666667
42.0833333333333 55.5833333333333
41.0833333333333 55.75
51.25 53.9166666666667
36.4166666666667 50.4166666666667
44.5833333333333 52.75
41.75 56.9166666666667
14.25 55.9166666666667
13.9166666666667 56.4166666666667
18.25 57.4166666666667
14.0833333333333 55.9166666666667
13.0833333333333 55.4166666666667
13.0833333333333 55.5833333333333
15.9166666666667 57.25
13.5833333333333 55.9166666666667
14.0833333333333 56.0833333333333
13.75 55.75
12.9166666666667 55.9166666666667
18.9166666666667 57.4166666666667
15.75 46.5833333333333
17.0833333333333 48.0833333333333
17.25 48.25
17.0833333333333 48.5833333333333
18.9166666666667 48.0833333333333
18.25 47.75
19.0833333333333 48.0833333333333
18.0833333333333 47.75
17.4166666666667 48.25
18.75 47.9166666666667
18.5833333333333 47.9166666666667
18.9166666666667 48.25
22.0833333333333 49.25
17.0833333333333 48.4166666666667
16.9166666666667 48.4166666666667
17.25 48.5833333333333
19.5833333333333 48.4166666666667
17.75 48.25
21.4166666666667 49.25
17.5833333333333 48.25
17.0833333333333 48.25
19.4166666666667 48.75
22.0833333333333 48.4166666666667
17.4166666666667 48.5833333333333
20.9166666666667 48.5833333333333
22.0833333333333 48.75
19.4166666666667 48.25
19.25 48.25
19.75 48.25
17.9166666666667 48.0833333333333
18.5833333333333 48.25
17.9166666666667 48.75
17.9166666666667 48.25
17.5833333333333 48.4166666666667
17.5833333333333 48.5833333333333
21.75 48.9166666666667
31.4166666666667 41.25
37.5833333333333 48.9166666666667
36.25 49.9166666666667
35.25 48.5833333333333
30.5833333333333 50.4166666666667
30.25 48.75
39.0833333333333 48.9166666666667
38.9166666666667 49.4166666666667
36.4166666666667 49.75
30.75 50.5833333333333
30.75 50.4166666666667
25.4166666666667 49.5833333333333
37.75 48.9166666666667
30.4166666666667 50.4166666666667
25.75 48.4166666666667
22.75 48.4166666666667
29.0833333333333 46.25
30.0833333333333 49.75
25.9166666666667 48.5833333333333
30.75 50.75
30.5833333333333 50.25
38.0833333333333 48.4166666666667
26.75 48.5833333333333
26.5833333333333 48.75
26.5833333333333 48.4166666666667
33.5833333333333 44.5833333333333
24.25 48.0833333333333
30.75 50.0833333333333
25.9166666666667 48.4166666666667
23.25 48.25
25.75 48.0833333333333
23.0833333333333 48.0833333333333
37.5833333333333 49.0833333333333
25.0833333333333 48.25
31.0833333333333 49.9166666666667
22.25 48.5833333333333
23.4166666666667 48.0833333333333
25.9166666666667 48.25
22.4166666666667 48.5833333333333
31.0833333333333 49.75
30.4166666666667 50.5833333333333
40.0833333333333 49.25
31.25 49.4166666666667
23.0833333333333 48.25
22.9166666666667 48.25
22.4166666666667 48.9166666666667
39.0833333333333 49.5833333333333
37.4166666666667 46.9166666666667
39.5833333333333 49.25
30.9166666666667 50.9166666666667
39.75 48.9166666666667
39.4166666666667 48.25
38.4166666666667 48.0833333333333
38.5833333333333 48.4166666666667
32.9166666666667 50.0833333333333
34.75 50.4166666666667
31.9166666666667 50.25
38.0833333333333 47.0833333333333
29.0833333333333 48.9166666666667
36.4166666666667 49.9166666666667
30.25 50.4166666666667
37.5833333333333 48.25
22.5833333333333 48.4166666666667
29.75 51.0833333333333
31.25 49.75
39.4166666666667 48.5833333333333
37.9166666666667 48.5833333333333
31.0833333333333 50.0833333333333
26.5833333333333 48.5833333333333
38.5833333333333 48.25
26.4166666666667 48.5833333333333
24.5833333333333 49.4166666666667
26.25 48.25
31.25 51.4166666666667
27.4166666666667 48.4166666666667
23.9166666666667 49.9166666666667
23.4166666666667 49.9166666666667
23.75 48.4166666666667
24.25 50.25
38.75 48.0833333333333
32.25 50.0833333333333
31.0833333333333 50.75
25.25 48.0833333333333
24.75 49.25
20.4166666666667 42.4166666666667
21.25 42.75
20.9166666666667 42.9166666666667
